,id,sub_cls,img,sub_cls2,label
60,3470325936,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3470325936.jpg,animals,0
61,3782673280,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3782673280.jpg,nature,0
62,4426334761,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4426334761.jpg,animals,1
63,5796807545,people,/data2/wangjinhong/data/ord_reg/aesthetics/5796807545.jpg,people,1
64,3724341720,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3724341720.jpg,animals,1
65,7223870022,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7223870022.jpg,nature,1
66,7549861774,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7549861774.jpg,urban,1
67,1147029586,nature,/data2/wangjinhong/data/ord_reg/aesthetics/1147029586.jpg,nature,1
68,8155322757,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8155322757.jpg,nature,1
69,7473769978,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7473769978.jpg,urban,1
70,7117723993,people,/data2/wangjinhong/data/ord_reg/aesthetics/7117723993.jpg,people,1
71,3751402986,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3751402986.jpg,urban,1
72,8063373614,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8063373614.jpg,urban,1
73,4196240547,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4196240547.jpg,urban,1
74,7525640086,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7525640086.jpg,urban,1
75,5802331431,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5802331431.jpg,nature,1
76,6656759343,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6656759343.jpg,urban,1
77,1253295088,animals,/data2/wangjinhong/data/ord_reg/aesthetics/1253295088.jpg,animals,1
78,4070979574,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4070979574.jpg,nature,1
79,8037238470,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8037238470.jpg,nature,1
80,6490390583,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6490390583.jpg,urban,1
81,4525271413,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4525271413.jpg,nature,1
82,8474269749,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8474269749.jpg,nature,1
83,4978287129,people,/data2/wangjinhong/data/ord_reg/aesthetics/4978287129.jpg,people,1
84,4080030563,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4080030563.jpg,animals,1
85,6275285863,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6275285863.jpg,nature,1
86,3330521310,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3330521310.jpg,animals,1
87,5969351544,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5969351544.jpg,nature,1
88,8162628295,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8162628295.jpg,nature,1
89,8403971560,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8403971560.jpg,urban,1
90,1020363098,people,/data2/wangjinhong/data/ord_reg/aesthetics/1020363098.jpg,people,1
91,5721278601,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5721278601.jpg,nature,1
92,5179163035,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5179163035.jpg,urban,1
93,7439427324,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7439427324.jpg,urban,1
94,5591556278,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5591556278.jpg,nature,1
95,28216246,animals,/data2/wangjinhong/data/ord_reg/aesthetics/28216246.jpg,animals,1
96,5512058612,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5512058612.jpg,urban,1
97,2698857122,people,/data2/wangjinhong/data/ord_reg/aesthetics/2698857122.jpg,people,1
98,103126528,animals,/data2/wangjinhong/data/ord_reg/aesthetics/103126528.jpg,animals,1
99,383090897,nature,/data2/wangjinhong/data/ord_reg/aesthetics/383090897.jpg,nature,1
100,554891811,urban,/data2/wangjinhong/data/ord_reg/aesthetics/554891811.jpg,urban,1
101,4956171513,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4956171513.jpg,animals,1
102,5822429189,people,/data2/wangjinhong/data/ord_reg/aesthetics/5822429189.jpg,people,1
103,4823491693,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4823491693.jpg,urban,1
104,4216369204,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4216369204.jpg,animals,1
105,74341943,nature,/data2/wangjinhong/data/ord_reg/aesthetics/74341943.jpg,nature,1
106,2748812565,urban,/data2/wangjinhong/data/ord_reg/aesthetics/2748812565.jpg,urban,1
107,8026970143,people,/data2/wangjinhong/data/ord_reg/aesthetics/8026970143.jpg,people,1
108,2877635799,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2877635799.jpg,nature,1
109,2988323541,people,/data2/wangjinhong/data/ord_reg/aesthetics/2988323541.jpg,people,1
110,6084071885,people,/data2/wangjinhong/data/ord_reg/aesthetics/6084071885.jpg,people,1
111,3681031079,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3681031079.jpg,urban,1
112,240188619,people,/data2/wangjinhong/data/ord_reg/aesthetics/240188619.jpg,people,1
113,7932406636,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7932406636.jpg,urban,1
114,2457441039,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2457441039.jpg,nature,1
115,3410984630,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3410984630.jpg,nature,1
116,239643479,people,/data2/wangjinhong/data/ord_reg/aesthetics/239643479.jpg,people,1
117,8041131711,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8041131711.jpg,nature,1
118,49185386,people,/data2/wangjinhong/data/ord_reg/aesthetics/49185386.jpg,people,1
119,5416479641,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5416479641.jpg,urban,1
120,8291912681,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8291912681.jpg,nature,1
121,5041885448,people,/data2/wangjinhong/data/ord_reg/aesthetics/5041885448.jpg,people,1
122,174162219,animals,/data2/wangjinhong/data/ord_reg/aesthetics/174162219.jpg,animals,1
123,6975535284,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6975535284.jpg,urban,1
124,4781269410,people,/data2/wangjinhong/data/ord_reg/aesthetics/4781269410.jpg,people,1
125,4908794402,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4908794402.jpg,nature,1
126,178855807,people,/data2/wangjinhong/data/ord_reg/aesthetics/178855807.jpg,people,1
127,5656543278,people,/data2/wangjinhong/data/ord_reg/aesthetics/5656543278.jpg,people,1
128,2312852865,people,/data2/wangjinhong/data/ord_reg/aesthetics/2312852865.jpg,people,1
129,4101112221,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4101112221.jpg,urban,1
130,5610428293,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5610428293.jpg,nature,1
131,4935937756,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4935937756.jpg,urban,1
132,7487739852,people,/data2/wangjinhong/data/ord_reg/aesthetics/7487739852.jpg,people,1
133,3043399920,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3043399920.jpg,animals,1
134,8115436265,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8115436265.jpg,nature,1
135,46586108,nature,/data2/wangjinhong/data/ord_reg/aesthetics/46586108.jpg,nature,1
136,4782980232,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4782980232.jpg,urban,1
137,4162974837,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4162974837.jpg,urban,1
138,4574377771,people,/data2/wangjinhong/data/ord_reg/aesthetics/4574377771.jpg,people,1
139,2780962796,people,/data2/wangjinhong/data/ord_reg/aesthetics/2780962796.jpg,people,1
140,7800061338,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7800061338.jpg,nature,1
141,22500934,nature,/data2/wangjinhong/data/ord_reg/aesthetics/22500934.jpg,nature,1
142,4254947562,people,/data2/wangjinhong/data/ord_reg/aesthetics/4254947562.jpg,people,1
143,8054024665,people,/data2/wangjinhong/data/ord_reg/aesthetics/8054024665.jpg,people,1
144,6112193786,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6112193786.jpg,urban,1
145,8413117918,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8413117918.jpg,nature,1
146,4656411029,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4656411029.jpg,nature,1
147,5266105662,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5266105662.jpg,nature,1
148,2611954333,people,/data2/wangjinhong/data/ord_reg/aesthetics/2611954333.jpg,people,1
149,1966805444,urban,/data2/wangjinhong/data/ord_reg/aesthetics/1966805444.jpg,urban,1
150,7625511340,people,/data2/wangjinhong/data/ord_reg/aesthetics/7625511340.jpg,people,1
151,8474787048,people,/data2/wangjinhong/data/ord_reg/aesthetics/8474787048.jpg,people,1
152,5589159310,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5589159310.jpg,urban,1
153,2857945327,animals,/data2/wangjinhong/data/ord_reg/aesthetics/2857945327.jpg,animals,1
154,127048347,animals,/data2/wangjinhong/data/ord_reg/aesthetics/127048347.jpg,animals,1
155,6862602177,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6862602177.jpg,urban,1
156,6886525903,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6886525903.jpg,nature,1
157,5430045480,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5430045480.jpg,nature,1
158,3832986403,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3832986403.jpg,urban,1
159,3448634042,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3448634042.jpg,urban,1
160,8343734421,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8343734421.jpg,nature,1
161,3538603883,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3538603883.jpg,urban,1
162,8540409570,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8540409570.jpg,urban,1
163,8035579501,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8035579501.jpg,urban,1
164,5373225144,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5373225144.jpg,urban,1
165,5849603121,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5849603121.jpg,urban,1
166,4512486679,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4512486679.jpg,nature,1
167,3510860583,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3510860583.jpg,animals,1
168,6348770473,animals,/data2/wangjinhong/data/ord_reg/aesthetics/6348770473.jpg,animals,1
169,4138775987,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4138775987.jpg,animals,1
170,8127222453,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8127222453.jpg,nature,1
171,3967328897,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3967328897.jpg,nature,1
172,5977316322,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5977316322.jpg,nature,1
173,3457783802,urban,/data2/wangjinhong/data/ord_reg/aesthetics/3457783802.jpg,urban,1
174,7224743530,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7224743530.jpg,urban,1
175,479753940,people,/data2/wangjinhong/data/ord_reg/aesthetics/479753940.jpg,people,1
176,87851022,urban,/data2/wangjinhong/data/ord_reg/aesthetics/87851022.jpg,urban,1
177,4102121253,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4102121253.jpg,urban,1
178,8450875911,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8450875911.jpg,nature,1
179,180613732,nature,/data2/wangjinhong/data/ord_reg/aesthetics/180613732.jpg,nature,1
180,5895502236,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5895502236.jpg,nature,1
181,2962460748,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2962460748.jpg,nature,1
182,6329127649,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6329127649.jpg,nature,1
183,301331097,nature,/data2/wangjinhong/data/ord_reg/aesthetics/301331097.jpg,nature,1
184,5077883872,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5077883872.jpg,urban,1
185,4842768834,people,/data2/wangjinhong/data/ord_reg/aesthetics/4842768834.jpg,people,1
186,4276942475,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4276942475.jpg,nature,1
187,116467803,urban,/data2/wangjinhong/data/ord_reg/aesthetics/116467803.jpg,urban,1
188,1268416401,people,/data2/wangjinhong/data/ord_reg/aesthetics/1268416401.jpg,people,1
189,881805399,nature,/data2/wangjinhong/data/ord_reg/aesthetics/881805399.jpg,nature,1
190,6708444829,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6708444829.jpg,urban,1
191,4845249194,people,/data2/wangjinhong/data/ord_reg/aesthetics/4845249194.jpg,people,1
192,240968541,urban,/data2/wangjinhong/data/ord_reg/aesthetics/240968541.jpg,urban,1
193,7989835842,people,/data2/wangjinhong/data/ord_reg/aesthetics/7989835842.jpg,people,1
194,3557466757,people,/data2/wangjinhong/data/ord_reg/aesthetics/3557466757.jpg,people,1
195,8223598092,people,/data2/wangjinhong/data/ord_reg/aesthetics/8223598092.jpg,people,1
196,8525716750,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8525716750.jpg,urban,1
197,5845343192,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5845343192.jpg,nature,1
198,5757453450,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5757453450.jpg,urban,1
199,5107489533,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5107489533.jpg,nature,1
200,7830095292,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7830095292.jpg,nature,1
201,2660839020,people,/data2/wangjinhong/data/ord_reg/aesthetics/2660839020.jpg,people,1
202,5374670722,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5374670722.jpg,nature,1
203,3992887596,people,/data2/wangjinhong/data/ord_reg/aesthetics/3992887596.jpg,people,1
204,5964080180,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5964080180.jpg,urban,1
205,8059654026,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8059654026.jpg,urban,1
206,3773233155,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3773233155.jpg,nature,1
207,1460259700,nature,/data2/wangjinhong/data/ord_reg/aesthetics/1460259700.jpg,nature,1
208,6108439353,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6108439353.jpg,nature,1
209,4977499039,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4977499039.jpg,nature,1
210,6087138722,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6087138722.jpg,urban,1
211,502861241,animals,/data2/wangjinhong/data/ord_reg/aesthetics/502861241.jpg,animals,1
212,298220758,nature,/data2/wangjinhong/data/ord_reg/aesthetics/298220758.jpg,nature,1
213,3791506959,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3791506959.jpg,animals,1
214,210257729,people,/data2/wangjinhong/data/ord_reg/aesthetics/210257729.jpg,people,1
215,8411526122,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8411526122.jpg,nature,1
216,4965444986,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4965444986.jpg,animals,1
217,35526524,nature,/data2/wangjinhong/data/ord_reg/aesthetics/35526524.jpg,nature,1
218,5431815509,people,/data2/wangjinhong/data/ord_reg/aesthetics/5431815509.jpg,people,1
219,7173302116,people,/data2/wangjinhong/data/ord_reg/aesthetics/7173302116.jpg,people,1
220,4075181677,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4075181677.jpg,nature,1
221,4412273,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4412273.jpg,nature,1
222,8014343099,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8014343099.jpg,nature,1
223,4806276237,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4806276237.jpg,nature,1
224,4606809199,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4606809199.jpg,urban,1
225,3626765148,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3626765148.jpg,nature,1
226,6227269314,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6227269314.jpg,nature,1
227,3093359623,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3093359623.jpg,nature,1
228,1437891882,urban,/data2/wangjinhong/data/ord_reg/aesthetics/1437891882.jpg,urban,1
229,293305129,nature,/data2/wangjinhong/data/ord_reg/aesthetics/293305129.jpg,nature,1
230,2706011516,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2706011516.jpg,nature,1
231,5693697239,urban,/data2/wangjinhong/data/ord_reg/aesthetics/5693697239.jpg,urban,1
232,3231744287,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3231744287.jpg,nature,1
233,5131700428,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5131700428.jpg,nature,1
234,6808429368,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6808429368.jpg,urban,1
235,2587780252,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2587780252.jpg,nature,1
236,5789340165,animals,/data2/wangjinhong/data/ord_reg/aesthetics/5789340165.jpg,animals,1
237,5134378471,people,/data2/wangjinhong/data/ord_reg/aesthetics/5134378471.jpg,people,1
238,7508671542,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7508671542.jpg,urban,1
239,70817122,animals,/data2/wangjinhong/data/ord_reg/aesthetics/70817122.jpg,animals,1
240,3373484388,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3373484388.jpg,nature,1
241,2519868836,people,/data2/wangjinhong/data/ord_reg/aesthetics/2519868836.jpg,people,1
242,6041062292,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6041062292.jpg,nature,1
243,4354227556,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4354227556.jpg,nature,1
244,6861311841,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6861311841.jpg,nature,1
245,6980539746,nature,/data2/wangjinhong/data/ord_reg/aesthetics/6980539746.jpg,nature,1
246,2523420511,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2523420511.jpg,nature,1
247,4306562610,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4306562610.jpg,urban,1
248,4388028416,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4388028416.jpg,urban,1
249,6169583884,people,/data2/wangjinhong/data/ord_reg/aesthetics/6169583884.jpg,people,1
250,3775101741,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3775101741.jpg,nature,1
251,7033064135,people,/data2/wangjinhong/data/ord_reg/aesthetics/7033064135.jpg,people,1
252,522607473,urban,/data2/wangjinhong/data/ord_reg/aesthetics/522607473.jpg,urban,1
253,4287919452,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4287919452.jpg,urban,1
254,7184091570,animals,/data2/wangjinhong/data/ord_reg/aesthetics/7184091570.jpg,animals,1
255,5923677757,nature,/data2/wangjinhong/data/ord_reg/aesthetics/5923677757.jpg,nature,1
256,8348621545,nature,/data2/wangjinhong/data/ord_reg/aesthetics/8348621545.jpg,nature,1
257,6872689467,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6872689467.jpg,urban,1
258,2113213495,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2113213495.jpg,nature,1
259,2736413508,animals,/data2/wangjinhong/data/ord_reg/aesthetics/2736413508.jpg,animals,1
260,2299935339,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2299935339.jpg,nature,1
261,290351567,nature,/data2/wangjinhong/data/ord_reg/aesthetics/290351567.jpg,nature,1
262,5976989184,people,/data2/wangjinhong/data/ord_reg/aesthetics/5976989184.jpg,people,1
263,3231902081,animals,/data2/wangjinhong/data/ord_reg/aesthetics/3231902081.jpg,animals,1
264,4675633663,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4675633663.jpg,nature,1
265,3892513412,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3892513412.jpg,nature,1
266,2315328318,animals,/data2/wangjinhong/data/ord_reg/aesthetics/2315328318.jpg,animals,1
267,2949702981,animals,/data2/wangjinhong/data/ord_reg/aesthetics/2949702981.jpg,animals,1
268,6306531742,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6306531742.jpg,urban,1
269,3176185,people,/data2/wangjinhong/data/ord_reg/aesthetics/3176185.jpg,people,1
270,7975176418,people,/data2/wangjinhong/data/ord_reg/aesthetics/7975176418.jpg,people,1
271,5623981888,people,/data2/wangjinhong/data/ord_reg/aesthetics/5623981888.jpg,people,1
272,2318913370,urban,/data2/wangjinhong/data/ord_reg/aesthetics/2318913370.jpg,urban,1
273,7591562332,nature,/data2/wangjinhong/data/ord_reg/aesthetics/7591562332.jpg,nature,1
274,5606557845,people,/data2/wangjinhong/data/ord_reg/aesthetics/5606557845.jpg,people,1
275,7096275533,urban,/data2/wangjinhong/data/ord_reg/aesthetics/7096275533.jpg,urban,1
276,4466061319,people,/data2/wangjinhong/data/ord_reg/aesthetics/4466061319.jpg,people,1
277,8142155728,urban,/data2/wangjinhong/data/ord_reg/aesthetics/8142155728.jpg,urban,1
278,7492945678,people,/data2/wangjinhong/data/ord_reg/aesthetics/7492945678.jpg,people,1
279,6754251787,urban,/data2/wangjinhong/data/ord_reg/aesthetics/6754251787.jpg,urban,1
280,2574113622,nature,/data2/wangjinhong/data/ord_reg/aesthetics/2574113622.jpg,nature,1
281,384514030,urban,/data2/wangjinhong/data/ord_reg/aesthetics/384514030.jpg,urban,1
282,4720948229,nature,/data2/wangjinhong/data/ord_reg/aesthetics/4720948229.jpg,nature,1
283,4097040054,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4097040054.jpg,urban,1
284,139880887,nature,/data2/wangjinhong/data/ord_reg/aesthetics/139880887.jpg,nature,1
285,3102318851,nature,/data2/wangjinhong/data/ord_reg/aesthetics/3102318851.jpg,nature,1
286,4451776401,urban,/data2/wangjinhong/data/ord_reg/aesthetics/4451776401.jpg,urban,1
287,210589148,nature,/data2/wangjinhong/data/ord_reg/aesthetics/210589148.jpg,nature,1
288,4360545420,animals,/data2/wangjinhong/data/ord_reg/aesthetics/4360545420.jpg,animals,1
